x,y,t_h,T_K,alpha,q_Wm3
0.03,0.31,15.897436,298.9447,0.44146767,814.4677
0.03,0.31,16.410257,299.05347,0.45138103,796.5115
0.03,0.31,16.923077,299.15118,0.4610755,778.90985
0.03,0.31,17.435898,299.23807,0.4705556,761.6579
0.03,0.31,17.948717,299.31427,0.47982538,744.7513
0.03,0.31,18.461538,299.3799,0.4888894,728.1849
0.03,0.31,18.97436,299.43527,0.4977514,711.95435
0.03,0.31,19.487179,299.48044,0.50641567,696.0546
0.03,0.31,20.0,299.51566,0.5148864,680.48065
0.03,0.33,0.0,288.7442,0.0,1562.3309
0.03,0.33,0.51282054,289.28165,0.019043587,1532.3121
0.03,0.33,1.0256411,289.8028,0.03772001,1502.6621
0.03,0.33,1.5384616,290.30768,0.056033753,1473.3877
0.03,0.33,2.0512822,290.7966,0.07398951,1444.4938
0.03,0.33,2.5641026,291.26968,0.09159203,1415.9851
0.03,0.33,3.0769231,291.72717,0.108846106,1387.8663
0.03,0.33,3.5897436,292.1691,0.12575653,1360.1414
0.03,0.33,4.1025643,292.59573,0.14232817,1332.8131
0.03,0.33,4.6153846,293.00726,0.15856588,1305.8844
0.03,0.33,5.1282053,293.4039,0.17447464,1279.357
0.03,0.33,5.6410255,293.78577,0.19005948,1253.233
0.03,0.33,6.1538463,294.1531,0.20532513,1227.5132
0.03,0.33,6.6666665,294.50598,0.22027676,1202.1986
0.03,0.33,7.179487,294.8447,0.23491937,1177.2891
0.03,0.33,7.6923075,295.16937,0.24925789,1152.7854
0.03,0.33,8.205129,295.48026,0.26329738,1128.6859
0.03,0.33,8.717949,295.7774,0.2770426,1104.9901
0.03,0.33,9.230769,296.0611,0.2904987,1081.6973
0.03,0.33,9.743589,296.3315,0.3036706,1058.8053
0.03,0.33,10.256411,296.58875,0.31656328,1036.3125
0.03,0.33,10.769231,296.8331,0.32918143,1014.2163
0.03,0.33,11.282051,297.06454,0.34153014,992.515
0.03,0.33,11.794871,297.28345,0.35361415,971.20514
0.03,0.33,12.307693,297.4899,0.36543837,950.28406
0.03,0.33,12.820513,297.68414,0.3770074,929.7484
0.03,0.33,13.333333,297.86627,0.38832602,909.59503
0.03,0.33,13.846154,298.0365,0.39939904,889.8201
0.03,0.33,14.358974,298.19495,0.41023082,870.42017
0.03,0.33,14.871795,298.34183,0.42082626,851.39087
0.03,0.33,15.384615,298.4773,0.43118966,832.7285
0.03,0.33,15.897436,298.60156,0.44132572,814.4284
0.03,0.33,16.410257,298.71472,0.45123863,796.4866
0.03,0.33,16.923077,298.81693,0.4609329,778.89856
0.03,0.33,17.435898,298.9084,0.47041297,761.65967
0.03,0.33,17.948717,298.98938,0.47968292,744.7652
0.03,0.33,18.461538,299.05978,0.488747,728.2106
0.03,0.33,18.97436,299.12,0.49760944,711.99097
0.03,0.33,19.487179,299.17007,0.50627434,696.1015
0.03,0.33,20.0,299.21024,0.5147456,680.5373
0.03,0.35,0.0,288.27884,0.0,1561.4596
0.03,0.35,0.51282054,288.81525,0.019033052,1531.4658
0.03,0.35,1.0256411,289.33554,0.037699148,1501.8429
0.03,0.35,1.5384616,289.83994,0.056003034,1472.5964
0.03,0.35,2.0512822,290.3286,0.07394925,1443.7319
0.03,0.35,2.5641026,290.80173,0.09154259,1415.2533
0.03,0.35,3.0769231,291.2594,0.10878785,1387.1656
0.03,0.35,3.5897436,291.70193,0.12568977,1359.4718
0.03,0.35,4.1025643,292.1294,0.1422534,1332.1752
0.03,0.35,4.6153846,292.542,0.15848342,1305.278
0.03,0.35,5.1282053,292.93988,0.17438498,1278.7828
0.03,0.35,5.6410255,293.3232,0.18996283,1252.6902
0.03,0.35,6.1538463,293.69226,0.20522207,1227.0021
0.03,0.35,6.6666665,294.04712,0.22016765,1201.7184
0.03,0.35,7.179487,294.38794,0.23480448,1176.84
0.03,0.35,7.6923075,294.71497,0.24913761,1152.3661
0.03,0.35,8.205129,295.02835,0.26317212,1128.2963
0.03,0.35,8.717949,295.3282,0.27691275,1104.6295
0.03,0.35,9.230769,295.61478,0.29036462,1081.3647
0.03,0.35,9.743589,295.88824,0.3035326,1058.5002
0.03,0.35,10.256411,296.14868,0.31642163,1036.0339
0.03,0.35,10.769231,296.39636,0.32903665,1013.96375
0.03,0.35,11.282051,296.63138,0.3413824,992.2874
0.03,0.35,11.794871,296.85394,0.35346374,971.00146
0.03,0.35,12.307693,297.06424,0.36528555,950.10376
0.03,0.35,12.820513,297.26236,0.37685248,929.59045
0.03,0.35,13.333333,297.44858,0.3881693,909.4587
0.03,0.35,13.846154,297.62302,0.39924067,889.70416
0.03,0.35,14.358974,297.7858,0.41007125,870.324
0.03,0.35,14.871795,297.93707,0.42066556,851.3134
0.03,0.35,15.384615,298.07706,0.43102816,832.6689
0.03,0.35,15.897436,298.20593,0.44116357,814.3859
0.03,0.35,16.410257,298.32385,0.45107603,796.46045
0.03,0.35,16.923077,298.43088,0.4607702,778.8878
0.03,0.35,17.435898,298.52734,0.47025013,761.6634
0.03,0.35,17.948717,298.61322,0.4795202,744.7828
0.03,0.35,18.461538,298.6887,0.48858458,728.2412
0.03,0.35,18.97436,298.75412,0.49744755,712.0338
0.03,0.35,19.487179,298.80942,0.50611293,696.156
0.03,0.35,20.0,298.8548,0.51458496,680.6026
0.03,0.37,0.0,287.7564,0.0,1560.4664
0.03,0.37,0.51282054,288.29178,0.019021004,1530.5035
0.03,0.37,1.0256411,288.81137,0.037675418,1500.9133
0.03,0.37,1.5384616,289.31537,0.05596809,1471.7004
0.03,0.37,2.0512822,289.80392,0.07390351,1442.8707
0.03,0.37,2.5641026,290.27716,0.09148647,1414.4276
0.03,0.37,3.0769231,290.7353,0.10872177,1386.3756
0.03,0.37,3.5897436,291.17847,0.12561432,1358.7185
0.03,0.37,4.1025643,291.60684,0.14216879,1331.4583
0.03,0.37,4.6153846,292.0206,0.15839022,1304.5978
0.03,0.37,5.1282053,292.41995,0.1742836,1278.1388
0.03,0.37,5.6410255,292.80496,0.18985383,1252.0823
0.03,0.37,6.1538463,293.1759,0.20510572,1226.4298
0.03,0.37,6.6666665,293.5328,0.22004452,1201.1814
0.03,0.37,7.179487,293.87598,0.23467499,1176.3378
0.03,0.37,7.6923075,294.20547,0.24900213,1151.8981
0.03,0.37,8.205129,294.5215,0.26303104,1127.8615
0.03,0.37,8.717949,294.82437,0.27676654,1104.2273
0.03,0.37,9.230769,295.11398,0.29021364,1080.9945
0.03,0.37,9.743589,295.3907,0.30337727,1058.1606
0.03,0.37,10.256411,295.65454,0.31626236,1035.7241
0.03,0.37,10.769231,295.90582,0.32887366,1013.6829
0.03,0.37,11.282051,296.1446,0.3412161,992.0343
0.03,0.37,11.794871,296.37106,0.35329455,970.7757
0.03,0.37,12.307693,296.5854,0.3651137,949.90375
0.03,0.37,12.820513,296.7877,0.3766784,929.4155
0.03,0.37,13.333333,296.97824,0.38799322,909.30756
0.03,0.37,13.846154,297.1571,0.39906293,889.5761
0.03,0.37,14.358974,297.32443,0.409892,870.21765
0.03,0.37,14.871795,297.4804,0.42048514,851.22833
0.03,0.37,15.384615,297.6252,0.43084687,832.60376
0.03,0.37,15.897436,297.759,0.4409815,814.33984
0.03,0.37,16.410257,297.8819,0.45089358,796.4324
0.03,0.37,16.923077,297.99408,0.46058744,778.8768
0.03,0.37,17.435898,298.09564,0.4700673,761.6687
0.03,0.37,17.948717,298.18683,0.47933757,744.80347
0.03,0.37,18.461538,298.26773,0.48840237,728.2764
0.03,0.37,18.97436,298.33853,0.49726576,712.08264
0.03,0.37,19.487179,298.39935,0.50593185,696.2177
0.03,0.37,20.0,298.45032,0.5144047,680.67645
0.03,0.39,0.0,287.17856,0.0,1559.3546
0.03,0.39,0.51282054,287.713,0.019007497,1529.4287
0.03,0.39,1.0256411,288.23193,0.037649028,1499.8759
0.03,0.39,1.5384616,288.7356,0.05592913,1470.7019
0.03,0.39,2.0512822,289.22406,0.0738525,1441.912
0.03,0.39,2.5641026,289.69754,0.091423884,1413.5098
0.03,0.39,3.0769231,290.1562,0.10864818,1385.4985
0.03,0.39,3.5897436,290.60013,0.1255301,1357.8827
0.03,0.39,4.1025643,291.0296,0.14207461,1330.6637
0.03,0.39,4.6153846,291.44464,0.15828654,1303.8442
0.03,0.39,5.1282053,291.84555,0.17417079,1277.4258
0.03,0.39,5.6410255,292.23233,0.18973252,1251.41
0.03,0.39,6.1538463,292.60526,0.20497647,1225.7977
0.03,0.39,6.6666665,292.96442,0.21990767,1200.5886
0.03,0.39,7.179487,293.31006,0.23453104,1175.7834
0.03,0.39,7.6923075,293.64224,0.24885166,1151.3815
0.03,0.39,8.205129,293.96118,0.26287442,1127.382
0.03,0.39,8.717949,294.26703,0.2766043,1103.784
0.03,0.39,9.230769,294.5599,0.29004616,1080.586
0.03,0.39,9.743589,294.8401,0.30320495,1057.7866
0.03,0.39,10.256411,295.10754,0.3160856,1035.3832
0.03,0.39,10.769231,295.36258,0.3286929,1013.3741
0.03,0.39,11.282051,295.60532,0.34103173,991.7563
0.03,0.39,11.794871,295.83594,0.35310695,970.52734
0.03,0.39,12.307693,296.05447,0.36492324,949.684
0.03,0.39,12.820513,296.26126,0.37648538,929.22327
0.03,0.39,13.333333,296.4563,0.387798,909.14166
0.03,0.39,13.846154,296.6398,0.39886588,889.4356
0.03,0.39,14.358974,296.81192,0.40969333,870.10156
0.03,0.39,14.871795,296.9729,0.4202852,851.1352
0.03,0.39,15.384615,297.1227,0.43064585,832.5324
0.03,0.39,15.897436,297.26166,0.44077975,814.28955
0.03,0.39,16.410257,297.38983,0.45069134,796.4019
0.03,0.39,16.923077,297.50732,0.460385,778.8653
0.03,0.39,17.435898,297.61444,0.46986488,761.6751
0.03,0.39,17.948717,297.71112,0.47913527,744.8267
0.03,0.39,18.461538,297.7977,0.48820043,728.31555
0.03,0.39,18.97436,297.87418,0.4970644,712.13696
0.03,0.39,19.487179,297.9409,0.5057313,696.286
0.03,0.39,20.0,297.99777,0.5142051,680.75806
0.05,0.01,0.0,287.70212,0.0,1558.5228
0.05,0.01,0.51282054,288.27563,0.018999726,1528.9797
0.05,0.01,1.0256411,288.82938,0.03763771,1499.7614
0.05,0.01,1.5384616,289.3636,0.055918284,1470.8768
0.05,0.01,2.0512822,289.8787,0.07384536,1442.3352
0.05,0.01,2.5641026,290.3748,0.09142326,1414.1443
0.05,0.01,3.0769231,290.85223,0.108656526,1386.3108
0.05,0.01,3.5897436,291.31134,0.12554944,1358.8418
0.05,0.01,4.1025643,291.75235,0.14210641,1331.7424
0.05,0.01,4.6153846,292.17554,0.15833229,1305.0178
0.05,0.01,5.1282053,292.58115,0.1742315,1278.672
0.05,0.01,5.6410255,292.96957,0.18980888,1252.7089
0.05,0.01,6.1538463,293.34094,0.205069,1227.1313
0.05,0.01,6.6666665,293.69565,0.22001678,1201.9419
0.05,0.01,7.179487,294.0338,0.23465689,1177.1421
0.05,0.01,7.6923075,294.35583,0.24899414,1152.7336
0.05,0.01,8.205129,294.66196,0.2630335,1128.7166
0.05,0.01,8.717949,294.95233,0.2767796,1105.0923
0.05,0.01,9.230769,295.22733,0.29023737,1081.8601
0.05,0.01,9.743589,295.48712,0.30341154,1059.0197
0.05,0.01,10.256411,295.73203,0.3163071,1036.5696
0.05,0.01,10.769231,295.9623,0.3289288,1014.5087
0.05,0.01,11.282051,296.17816,0.34128118,992.8357
0.05,0.01,11.794871,296.3798,0.35336936,971.5484
0.05,0.01,12.307693,296.56757,0.36519784,950.6443
0.05,0.01,12.820513,296.74158,0.3767714,930.12085
0.05,0.01,13.333333,296.9022,0.38809472,909.97546
0.05,0.01,13.846154,297.04947,0.39917234,890.2048
0.05,0.01,14.358974,297.18384,0.41000897,870.8055
0.05,0.01,14.871795,297.30545,0.42060906,851.77405
0.05,0.01,15.384615,297.4145,0.43097714,833.1069
0.05,0.01,15.897436,297.51114,0.4411177,814.7999
0.05,0.01,16.410257,297.59576,0.45103523,796.8491
0.05,0.01,16.923077,297.66846,0.46073395,779.25055
0.05,0.01,17.435898,297.7295,0.47021824,761.9995
0.05,0.01,17.948717,297.77908,0.47949225,745.09186
0.05,0.01,18.461538,297.81738,0.48856035,728.5228
0.05,0.01,18.97436,297.84464,0.49742657,712.2881
0.05,0.01,19.487179,297.86105,0.50609493,696.3829
0.05,0.01,20.0,297.86688,0.5145695,680.8023
0.05,0.03,0.0,288.36398,0.0,1559.9465
0.05,0.03,0.51282054,288.93314,0.019016623,1530.3109
0.05,0.03,1.0256411,289.4827,0.037670515,1501.004
0.05,0.03,1.5384616,290.01285,0.055965796,1472.0353
0.05,0.03,2.0512822,290.52393,0.07390669,1443.4137
0.05,0.03,2.5641026,291.01624,0.09149742,1415.1462
0.05,0.03,3.0769231,291.48996,0.10874253,1387.2404
0.05,0.03,3.5897436,291.9455,0.12564638,1359.7024
0.05,0.03,4.1025643,292.383,0.1422137,1332.5375
0.05,0.03,4.6153846,292.8028,0.15844885,1305.7509
0.05,0.03,5.1282053,293.2052,0.17435682,1279.3462
0.05,0.03,5.6410255,293.5904,0.18994208,1253.3271
0.05,0.03,6.1538463,293.9587,0.20520945,1227.697
0.05,0.03,6.6666665,294.31042,0.22016394,1202.457
0.05,0.03,7.179487,294.64575,0.23481005,1177.6101
0.05,0.03,7.6923075,294.96497,0.2491528,1153.1567
0.05,0.03,8.205129,295.26834,0.2631971,1129.0975
0.05,0.03,8.717949,295.55615,0.27694762,1105.4333
0.05,0.03,9.230769,295.8286,0.29040933,1082.1633
0.05,0.03,9.743589,296.08597,0.30358708,1059.2874
0.05,0.03,10.256411,296.32852,0.31648567,1036.8038
0.05,0.03,10.769231,296.55646,0.3291101,1014.7117
0.05,0.03,11.282051,296.77008,0.34146482,993.00903
0.05,0.03,11.794871,296.9695,0.3535549,971.694
0.05,0.03,12.307693,297.15518,0.365385,950.7638
0.05,0.03,12.820513,297.32718,0.37695992,930.21594
0.05,0.03,13.333333,297.4858,0.3882843,910.04755
0.05,0.03,13.846154,297.63123,0.39936265,890.25555
0.05,0.03,14.358974,297.7637,0.4101997,870.8363
0.05,0.03,14.871795,297.88348,0.42080015,851.7864
0.05,0.03,15.384615,297.99075,0.4311683,833.1019
0.05,0.03,15.897436,298.0858,0.4413087,814.77856
0.05,0.03,16.410257,298.16867,0.45122582,796.8129
0.05,0.03,16.923077,298.23978,0.46092406,779.20044
0.05,0.03,17.435898,298.29926,0.47040766,761.9365
0.05,0.03,17.948717,298.34726,0.4796808,745.0171
0.05,0.03,18.461538,298.3841,0.4887479,728.4372
0.05,0.03,18.97436,298.40994,0.4976129,712.19257
0.05,0.03,19.487179,298.42496,0.5062801,696.278
0.05,0.03,20.0,298.42935,0.5147534,680.689
0.05,0.05,0.0,288.94196,0.0,1561.2054
0.05,0.05,0.51282054,289.50705,0.019031592,1531.4856
0.05,0.05,1.0256411,290.05267,0.03769946,1502.0986
0.05,0.05,1.5384616,290.5791,0.056007728,1473.0538
0.05,0.05,2.0512822,291.08658,0.07396072,1444.3597
0.05,0.05,2.5641026,291.57535,0.091562666,1416.0242
0.05,0.05,3.0769231,292.04572,0.1088181,1388.0536
0.05,0.05,3.5897436,292.49802,0.12573166,1360.454
0.05,0.05,4.1025643,292.9324,0.14230785,1333.2308
0.05,0.05,4.6153846,293.3492,0.15855122,1306.3888
0.05,0.05,5.1282053,293.74875,0.17446661,1279.932
0.05,0.05,5.6410255,294.13123,0.19005886,1253.8635
0.05,0.05,6.1538463,294.49686,0.20533258,1228.1863
0.05,0.05,6.6666665,294.84598,0.22029272,1202.9027
0.05,0.05,7.179487,295.1789,0.23494415,1178.0135
0.05,0.05,7.6923075,295.49576,0.24929157,1153.521
0.05,0.05,8.205129,295.79688,0.26334012,1129.4247
0.05,0.05,8.717949,296.0825,0.27709454,1105.7256
0.05,0.05,9.230769,296.35287,0.29055953,1082.4225
0.05,0.05,9.743589,296.60825,0.30374032,1059.5154
0.05,0.05,10.256411,296.84888,0.31664157,1037.0029
0.05,0.05,10.769231,297.07498,0.32926816,1014.88336
0.05,0.05,11.282051,297.28683,0.34162492,993.155
0.05,0.05,11.794871,297.48462,0.35371667,971.81586
0.05,0.05,12.307693,297.66864,0.36554813,950.8631
0.05,0.05,12.820513,297.83908,0.3771241,930.2942
0.05,0.05,13.333333,297.9962,0.38844925,910.106
0.05,0.05,13.846154,298.1402,0.3995283,890.2954
0.05,0.05,14.358974,298.2713,0.41036582,870.8591
0.05,0.05,14.871795,298.3897,0.42096633,851.7931
0.05,0.05,15.384615,298.49576,0.43133444,833.0938
0.05,0.05,15.897436,298.58957,0.4414747,814.7569
0.05,0.05,16.410257,298.67133,0.45139155,796.7784
0.05,0.05,16.923077,298.7413,0.4610892,779.154
0.05,0.05,17.435898,298.79974,0.47057214,761.8793
0.05,0.05,17.948717,298.84677,0.4798445,744.9498
0.05,0.05,18.461538,298.88263,0.48891076,728.3607
0.05,0.05,18.97436,298.90753,0.49777487,712.10736
0.05,0.05,19.487179,298.92157,0.5064409,696.1852
0.05,0.05,20.0,298.92517,0.514913,680.5892
0.05,0.07,0.0,289.4378,0.0,1562.3015
0.05,0.07,0.51282054,289.99924,0.01904463,1532.506
0.05,0.07,1.0256411,290.54123,0.0377246,1503.0472
0.05,0.07,1.5384616,291.06424,0.056044184,1473.9349
0.05,0.07,2.0512822,291.56836,0.0740075,1445.1768
0.05,0.07,2.5641026,292.05402,0.09161915,1416.7804
0.05,0.07,3.0769231,292.5214,0.108883604,1388.7522
0.05,0.07,3.5897436,292.97076,0.12580541,1361.0981
0.05,0.07,4.1025643,293.4024,0.14238915,1333.8239
0.05,0.07,4.6153846,293.81665,0.15863952,1306.9332
0.05,0.07,5.1282053,294.21368,0.17456138,1280.4308
0.05,0.07,5.6410255,294.59375,0.19015945,1254.3192
0.05,0.07,6.1538463,294.95718,0.20543855,1228.6016
0.05,0.07,6.6666665,295.30417,0.2204036,1203.2789
0.05,0.07,7.179487,295.635,0.23505935,1178.3541
0.05,0.07,7.6923075,295.94995,0.24941085,1153.8275
0.05,0.07,8.205129,296.24924,0.26346293,1129.6992
0.05,0.07,8.717949,296.53314,0.27722043,1105.9696
0.05,0.07,9.230769,296.80185,0.2906884,1082.6384
0.05,0.07,9.743589,297.05566,0.30387163,1059.7048
0.05,0.07,10.256411,297.2948,0.31677508,1037.1672
0.05,0.07,10.769231,297.51953,0.32940355,1015.0244
0.05,0.07,11.282051,297.73004,0.3417619,993.2743
0.05,0.07,11.794871,297.92667,0.353855,971.91437
0.05,0.07,12.307693,298.1095,0.3656875,950.9429
0.05,0.07,12.820513,298.27887,0.3772644,930.3558
0.05,0.07,13.333333,298.4349,0.38859013,910.1511
0.05,0.07,13.846154,298.578,0.39966968,890.3249
0.05,0.07,14.358974,298.70825,0.41050744,870.87427
0.05,0.07,14.871795,298.8259,0.42110807,851.7948
0.05,0.07,15.384615,298.9311,0.4314762,833.08307
0.05,0.07,15.897436,299.0242,0.4416162,814.73456
0.05,0.07,16.410257,299.1053,0.45153272,796.7455
0.05,0.07,16.923077,299.17468,0.4612299,779.1112
0.05,0.07,17.435898,299.23248,0.47071224,761.82745
0.05,0.07,17.948717,299.27902,0.479984,744.8895
0.05,0.07,18.461538,299.3144,0.48904938,728.2929
0.05,0.07,18.97436,299.3388,0.49791256,712.03265
0.05,0.07,19.487179,299.35254,0.5065776,696.1041
0.05,0.07,20.0,299.3557,0.5150488,680.5022
0.05,0.09,0.0,289.85352,0.0,1563.2377
0.05,0.09,0.51282054,290.41144,0.019055739,1533.3746
0.05,0.09,1.0256411,290.95013,0.037745982,1503.8529
0.05,0.09,1.5384616,291.46997,0.05607506,1474.6804
0.05,0.09,2.0512822,291.97116,0.0740473,1445.866
0.05,0.09,2.5641026,292.454,0.09166713,1417.4164
0.05,0.09,3.0769231,292.91867,0.1089391,1389.3383
0.05,0.09,3.5897436,293.36554,0.12586778,1361.6371
0.05,0.09,4.1025643,293.79483,0.14245789,1334.3186
0.05,0.09,4.6153846,294.20682,0.15871406,1307.386
0.05,0.09,5.1282053,294.6017,0.17464128,1280.8445
0.05,0.09,5.6410255,294.97977,0.1902442,1254.6957
0.05,0.09,6.1538463,295.34134,0.2055277,1228.9432
0.05,0.09,6.6666665,295.68658,0.22049674,1203.5883
0.05,0.09,7.179487,296.01578,0.2351561,1178.6326
0.05,0.09,7.6923075,296.32922,0.24951088,1154.0771
0.05,0.09,8.205129,296.6271,0.26356584,1129.922
0.05,0.09,8.717949,296.9096,0.277326,1106.167
0.05,0.09,9.230769,297.17712,0.29079616,1082.8121
0.05,0.09,9.743589,297.42984,0.30398142,1059.8562
0.05,0.09,10.256411,297.66797,0.31688657,1037.298
0.05,0.09,10.769231,297.89175,0.3295166,1015.1355
0.05,0.09,11.282051,298.10144,0.34187615,993.3672
0.05,0.09,11.794871,298.29727,0.35397026,971.9906
0.05,0.09,12.307693,298.47943,0.36580366,951.0031
0.05,0.09,12.820513,298.64813,0.37738118,930.4016
0.05,0.09,13.333333,298.80365,0.38870746,910.1831
0.05,0.09,13.846154,298.94623,0.39978725,890.3444
0.05,0.09,14.358974,299.07605,0.41062516,870.8818
0.05,0.09,14.871795,299.1933,0.42122585,851.79156
0.05,0.09,15.384615,299.29825,0.43159387,833.0695
0.05,0.09,15.897436,299.39108,0.44173372,814.71185
0.05,0.09,16.410257,299.47205,0.4516498,796.7142
0.05,0.09,16.923077,299.5413,0.4613465,779.07214
0.05,0.09,17.435898,299.59903,0.4708284,761.7811
0.05,0.09,17.948717,299.64548,0.48009956,744.83655
0.05,0.09,18.461538,299.68088,0.48916417,728.2338
0.05,0.09,18.97436,299.70535,0.49802667,711.9681
0.05,0.09,19.487179,299.71915,0.5066909,696.0346
0.05,0.09,20.0,299.72244,0.51516116,680.4283
0.05,0.11,0.0,290.19086,0.0,1564.0162
0.05,0.11,0.51282054,290.74554,0.019064918,1534.0946
0.05,0.11,1.0256411,291.28122,0.037763715,1504.5173
0.05,0.11,1.5384616,291.79825,0.056100667,1475.2935
0.05,0.11,2.0512822,292.29672,0.0740801,1446.4303
0.05,0.11,2.5641026,292.77707,0.09170661,1417.9348
0.05,0.11,3.0769231,293.2394,0.10898463,1389.8141
0.05,0.11,3.5897436,293.68408,0.12591895,1362.0728
0.05,0.11,4.1025643,294.11136,0.14251421,1334.7163
0.05,0.11,4.6153846,294.5214,0.15877512,1307.7489
0.05,0.11,5.1282053,294.91452,0.17470652,1281.174
0.05,0.11,5.6410255,295.29102,0.19031331,1254.9943
0.05,0.11,6.1538463,295.6511,0.20560035,1229.2128
0.05,0.11,6.6666665,295.99493,0.22057253,1203.8308
0.05,0.11,7.179487,296.3229,0.2352348,1178.8499
0.05,0.11,7.6923075,296.63522,0.24959198,1154.2706
0.05,0.11,8.205129,296.93207,0.26364928,1130.0934
0.05,0.11,8.717949,297.2137,0.27741137,1106.3181
0.05,0.11,9.230769,297.4805,0.29088336,1082.9438
0.05,0.11,9.743589,297.73248,0.30407003,1059.9701
0.05,0.11,10.256411,297.96997,0.3169765,1037.395
0.05,0.11,10.769231,298.19327,0.32960764,1015.2172
0.05,0.11,11.282051,298.4025,0.3419681,993.43445
0.05,0.11,11.794871,298.59796,0.35406294,972.0446
0.05,0.11,12.307693,298.77982,0.36589694,951.0444
0.05,0.11,12.820513,298.94843,0.3774749,930.4313
0.05,0.11,13.333333,299.10385,0.38880146,910.2024
0.05,0.11,13.846154,299.2464,0.39988142,890.3538
0.05,0.11,14.358974,299.37625,0.4107194,870.882
0.05,0.11,14.871795,299.49356,0.42132008,851.7833
0.05,0.11,15.384615,299.59872,0.4316879,833.0535
0.05,0.11,15.897436,299.69174,0.44182748,814.6888
0.05,0.11,16.410257,299.77298,0.45174327,796.6846
0.05,0.11,16.923077,299.84256,0.4614396,779.0365
0.05,0.11,17.435898,299.9007,0.47092095,761.74005
0.05,0.11,17.948717,299.9476,0.48019153,744.7907
0.05,0.11,18.461538,299.98346,0.48925567,728.18335
0.05,0.11,18.97436,300.00845,0.4981175,711.91364
0.05,0.11,19.487179,300.0228,0.50678104,695.9764
0.05,0.11,20.0,300.02667,0.51525056,680.3668
0.05,0.13,0.0,290.45157,0.0,1564.6404
0.05,0.13,0.51282054,291.00333,0.019072376,1534.668
0.05,0.13,1.0256411,291.5363,0.0377779,1505.0438
0.05,0.13,1.5384616,292.0507,0.056121007,1475.7754
0.05,0.13,2.0512822,292.5469,0.07410613,1446.8711
0.05,0.13,2.5641026,293.02496,0.0917378,1418.3376
0.05,0.13,3.0769231,293.4853,0.10902061,1390.181
0.05,0.13,3.5897436,293.9281,0.12595922,1362.4065
0.05,0.13,4.1025643,294.35367,0.1425584,1335.019
0.05,0.13,4.6153846,294.76215,0.15882283,1308.0228
0.05,0.13,5.1282053,295.15393,0.17475742,1281.4213
0.05,0.13,5.6410255,295.5291,0.19036719,1255.2166
0.05,0.13,6.1538463,295.8881,0.20565677,1229.4119
0.05,0.13,6.6666665,296.23096,0.2206312,1204.0083
0.05,0.13,7.179487,296.55804,0.2352955,1179.0074
0.05,0.13,7.6923075,296.8696,0.24965456,1154.4097
0.05,0.13,8.205129,297.16583,0.26371348,1130.2151
0.05,0.13,8.717949,297.44702,0.27747694,1106.4238
0.05,0.13,9.230769,297.71332,0.29095012,1083.0348
0.05,0.13,9.743589,297.96503,0.3041379,1060.0474
0.05,0.13,10.256411,298.20233,0.31704524,1037.4597
0.05,0.13,10.769231,298.4255,0.329677,1015.2701
0.05,0.13,11.282051,298.63477,0.34203815,993.47644
0.05,0.13,11.794871,298.83032,0.3541334,972.07654
0.05,0.13,12.307693,299.0124,0.36596778,951.0672
0.05,0.13,12.820513,299.1812,0.37754592,930.4457
0.05,0.13,13.333333,299.33694,0.38887265,910.20886
0.05,0.13,13.846154,299.47992,0.39995262,890.3531
0.05,0.13,14.358974,299.61023,0.41079056,870.87476
